<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_14,12,1,car
cam_14,28,1,car
cam_14,49,1,car
cam_14,90,1,car
cam_14,214,2,car
cam_14,258,1,car
cam_14,280,1,car
cam_14,309,2,car
cam_14,465,2,car
cam_14,489,2,car
cam_14,523,2,car
cam_14,569,1,car
cam_14,640,1,car
cam_14,646,2,car
cam_14,773,1,car
cam_14,1148,1,car
cam_14,1199,1,car
cam_14,1259,1,car
cam_14,1328,1,car
cam_14,1349,1,car
cam_14,1375,1,car
cam_14,1384,2,car
cam_14,1454,2,car
cam_14,1528,1,car
cam_14,1809,1,car
cam_14,1863,2,car
cam_14,1878,1,car
cam_14,1994,1,car
cam_14,2407,1,car
cam_14,2434,1,car
cam_14,2497,1,car
cam_14,2514,1,car
cam_14,2534,2,car
cam_14,2545,1,car
cam_14,2573,1,car
cam_14,2649,1,car
cam_14,2664,1,car
cam_14,2683,1,car
cam_14,2735,2,car
cam_14,2938,1,car
cam_14,2957,1,car
