<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_19,83,1,car
cam_19,160,1,car
cam_19,381,1,car
cam_19,394,2,car
cam_19,419,1,car
cam_19,493,1,car
cam_19,568,2,car
cam_19,590,2,car
cam_19,605,2,car
cam_19,624,2,car
cam_19,648,2,car
cam_19,740,2,car
cam_19,907,2,car
cam_19,922,1,car
cam_19,939,2,car
cam_19,983,1,car
cam_19,1055,1,car
cam_19,1089,2,car
cam_19,1140,2,car
cam_19,1161,2,car
cam_19,1180,2,car
cam_19,1202,2,car
cam_19,1254,2,car
cam_19,1300,2,car
cam_19,1344,2,car
cam_19,1402,2,car
cam_19,1427,2,car
cam_19,1450,1,car
cam_19,1647,2,car
cam_19,1673,2,car
cam_19,1733,2,car
cam_19,1800,2,car
cam_19,1833,2,car
cam_19,1873,1,car
cam_19,1874,2,car
cam_19,1897,2,car
cam_19,2178,2,car
cam_19,2203,2,car
cam_19,2234,2,car
cam_19,2273,1,car
cam_19,2319,2,car
cam_19,2324,1,car
cam_19,2337,2,car
cam_19,2362,2,car
cam_19,2430,2,car
cam_19,2546,2,car
cam_19,2669,2,car
cam_19,2702,1,car
cam_19,2765,1,car
cam_19,2826,2,car
cam_19,2843,2,car
cam_19,2880,2,car
cam_19,2938,2,car
cam_19,2960,2,car
