<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_18,103,1,car
cam_18,113,2,car
cam_18,143,2,car
cam_18,213,2,car
cam_18,295,2,car
cam_18,350,2,car
cam_18,369,1,car
cam_18,410,1,car
cam_18,440,1,car
cam_18,465,1,car
cam_18,495,1,car
cam_18,537,2,car
cam_18,578,2,car
cam_18,619,2,car
cam_18,774,1,car
cam_18,842,1,car
cam_18,949,1,car
cam_18,997,1,car
cam_18,1044,1,car
cam_18,1062,2,car
cam_18,1116,2,car
cam_18,1164,1,car
cam_18,1204,2,car
cam_18,1208,1,car
cam_18,1257,1,car
cam_18,1289,1,car
cam_18,1520,1,car
cam_18,1553,1,car
cam_18,1575,2,car
cam_18,1623,1,car
cam_18,1710,1,car
cam_18,1742,1,car
cam_18,1767,1,car
cam_18,1839,1,car
cam_18,1926,1,car
cam_18,2062,1,car
cam_18,2088,2,car
cam_18,2176,2,car
cam_18,2213,2,car
cam_18,2219,1,car
cam_18,2255,1,car
cam_18,2322,1,car
cam_18,2410,2,car
cam_18,2444,1,car
cam_18,2670,2,car
cam_18,2673,1,car
cam_18,2728,1,car
cam_18,2771,1,car
cam_18,2834,2,car
cam_18,2839,1,car
cam_18,2857,1,car
cam_18,2905,1,car
cam_18,2911,2,car
cam_18,2933,1,car
cam_18,2965,1,car
cam_18,2980,1,car
