<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_15,20,2,car
cam_15,121,2,car
cam_15,167,2,car
cam_15,190,2,car
cam_15,207,1,car
cam_15,256,1,car
cam_15,317,1,car
cam_15,413,2,car
cam_15,479,1,car
cam_15,497,2,car
cam_15,525,1,car
cam_15,536,2,car
cam_15,557,1,car
cam_15,597,1,car
cam_15,600,2,car
cam_15,617,2,car
cam_15,638,2,car
cam_15,664,1,car
cam_15,699,2,car
cam_15,717,1,car
cam_15,749,2,car
cam_15,758,1,car
cam_15,792,2,car
cam_15,797,1,car
cam_15,819,1,car
cam_15,855,2,car
cam_15,866,2,car
cam_15,918,2,car
cam_15,929,2,car
cam_15,947,1,car
cam_15,991,1,car
cam_15,1010,2,car
cam_15,1031,2,car
cam_15,1062,1,car
cam_15,1116,2,car
cam_15,1134,2,car
cam_15,1139,1,car
cam_15,1140,1,car
cam_15,1166,2,car
cam_15,1219,1,car
cam_15,1230,1,car
cam_15,1261,1,car
cam_15,1279,2,car
cam_15,1283,1,car
cam_15,1316,1,car
cam_15,1334,2,car
cam_15,1350,1,car
cam_15,1371,1,car
cam_15,1414,2,car
cam_15,1424,1,car
cam_15,1432,2,car
cam_15,1450,2,car
cam_15,1487,1,car
cam_15,1498,2,car
cam_15,1517,2,car
cam_15,1519,1,car
cam_15,1577,1,car
cam_15,1583,2,car
cam_15,1590,1,car
cam_15,1593,2,car
cam_15,1604,2,car
cam_15,1650,2,car
cam_15,1677,1,car
cam_15,1724,2,car
cam_15,1748,1,car
cam_15,1772,2,car
cam_15,1788,1,car
cam_15,1817,1,car
cam_15,1831,1,car
cam_15,1846,2,car
cam_15,1886,1,car
cam_15,1929,1,car
cam_15,1931,2,car
cam_15,1947,1,car
cam_15,1954,2,car
cam_15,1994,1,car
cam_15,2010,2,car
cam_15,2018,1,car
cam_15,2031,2,car
cam_15,2042,2,car
cam_15,2069,1,car
cam_15,2078,2,car
cam_15,2101,1,car
cam_15,2103,2,car
cam_15,2144,1,car
cam_15,2159,2,car
cam_15,2169,2,car
cam_15,2186,2,car
cam_15,2213,1,car
cam_15,2227,1,car
cam_15,2247,2,car
cam_15,2266,2,car
cam_15,2311,1,car
cam_15,2317,1,car
cam_15,2349,2,car
cam_15,2400,1,car
cam_15,2410,2,car
cam_15,2413,1,car
cam_15,2445,2,car
cam_15,2466,2,car
cam_15,2499,1,car
cam_15,2516,1,car
cam_15,2557,2,car
cam_15,2578,1,car
cam_15,2624,1,car
cam_15,2660,2,car
cam_15,2664,1,car
cam_15,2681,1,car
cam_15,2725,2,car
cam_15,2751,2,car
cam_15,2764,1,car
cam_15,2782,1,car
cam_15,2798,2,car
cam_15,2821,1,car
cam_15,2834,1,car
cam_15,2882,2,car
cam_15,2908,1,car
cam_15,2912,2,car
cam_15,2934,1,car
cam_15,2981,2,car
cam_15,2992,1,car
