<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_7,15,8,car
cam_7,17,2,car
cam_7,20,11,car
cam_7,28,8,car
cam_7,28,2,car
cam_7,56,6,car
cam_7,84,8,car
cam_7,92,8,car
cam_7,104,8,car
cam_7,116,8,car
cam_7,123,8,car
cam_7,126,8,car
cam_7,137,8,car
cam_7,138,8,car
cam_7,145,8,car
cam_7,155,8,car
cam_7,164,2,car
cam_7,171,8,car
cam_7,176,2,car
cam_7,179,8,truck
cam_7,184,8,car
cam_7,193,2,car
cam_7,195,2,car
cam_7,196,8,car
cam_7,197,8,car
cam_7,204,8,car
cam_7,215,8,car
cam_7,221,8,car
cam_7,223,8,car
cam_7,236,8,car
cam_7,246,8,car
cam_7,251,8,truck
cam_7,264,8,car
cam_7,267,8,car
cam_7,267,2,car
cam_7,276,8,car
cam_7,290,2,car
cam_7,291,8,car
cam_7,292,8,car
cam_7,307,8,car
cam_7,312,8,car
cam_7,320,2,car
cam_7,324,2,car
cam_7,329,2,car
cam_7,335,8,car
cam_7,339,2,car
cam_7,344,8,truck
cam_7,347,2,car
cam_7,352,8,car
cam_7,357,2,car
cam_7,361,8,car
cam_7,364,8,car
cam_7,372,8,car
cam_7,377,8,car
cam_7,388,8,car
cam_7,390,8,car
cam_7,396,8,car
cam_7,399,2,car
cam_7,404,8,car
cam_7,408,8,car
cam_7,411,2,car
cam_7,411,2,car
cam_7,412,8,car
cam_7,419,2,car
cam_7,427,8,car
cam_7,429,2,car
cam_7,431,8,car
cam_7,447,8,car
cam_7,454,2,car
cam_7,454,2,car
cam_7,458,8,car
cam_7,468,8,car
cam_7,468,2,car
cam_7,480,2,car
cam_7,484,8,car
cam_7,487,2,car
cam_7,496,2,car
cam_7,497,2,car
cam_7,497,8,car
cam_7,498,8,car
cam_7,507,2,car
cam_7,515,8,car
cam_7,523,2,car
cam_7,526,2,car
cam_7,533,2,car
cam_7,534,8,car
cam_7,535,2,car
cam_7,542,2,car
cam_7,546,8,truck
cam_7,547,8,car
cam_7,557,8,car
cam_7,558,2,car
cam_7,562,2,car
cam_7,567,8,car
cam_7,567,8,car
cam_7,576,2,car
cam_7,580,8,car
cam_7,598,8,car
cam_7,599,2,car
cam_7,604,8,car
cam_7,606,2,car
cam_7,611,2,car
cam_7,612,8,car
cam_7,614,2,car
cam_7,621,8,car
cam_7,622,2,car
cam_7,643,2,car
cam_7,647,2,car
cam_7,559,8,car
cam_7,671,2,car
cam_7,677,8,car
cam_7,678,8,car
cam_7,687,2,truck
cam_7,688,2,car
cam_7,688,2,car
cam_7,699,2,car
cam_7,711,2,car
cam_7,712,4,car
cam_7,712,2,car
cam_7,724,2,car
cam_7,729,2,car
cam_7,741,2,car
cam_7,758,2,car
cam_7,766,3,car
cam_7,775,4,car
cam_7,783,3,car
cam_7,794,4,car
cam_7,799,1,car
cam_7,815,2,car
cam_7,815,2,car
cam_7,850,10,car
cam_7,904,1,car
cam_7,930,12,car
cam_7,937,10,car
cam_7,944,12,car
cam_7,1019,6,car
cam_7,1032,6,car
cam_7,1034,4,car
cam_7,1118,9,car
cam_7,1127,8,car
cam_7,1135,8,car
cam_7,1142,9,car
cam_7,1147,8,car
cam_7,1165,9,car
cam_7,1171,8,car
cam_7,1184,1,car
cam_7,1199,10,car
cam_7,1211,8,truck
cam_7,1221,8,car
cam_7,1233,8,truck
cam_7,1236,8,car
cam_7,1246,8,car
cam_7,1252,8,car
cam_7,1261,2,car
cam_7,1262,8,car
cam_7,1266,8,car
cam_7,1270,2,car
cam_7,1277,8,car
cam_7,1279,2,car
cam_7,1280,8,car
cam_7,1295,8,car
cam_7,1300,8,car
cam_7,1301,2,car
cam_7,1311,8,car
cam_7,1319,8,car
cam_7,1323,10,car
cam_7,1325,8,car
cam_7,1333,8,car
cam_7,1335,8,car
cam_7,1340,2,car
cam_7,1342,8,car
cam_7,1349,8,car
cam_7,1352,8,car
cam_7,1361,8,car
cam_7,1366,2,car
cam_7,1374,8,car
cam_7,1377,2,car
cam_7,1385,8,car
cam_7,1389,2,car
cam_7,1401,8,car
cam_7,1411,2,car
cam_7,1411,2,car
cam_7,1419,8,car
cam_7,1423,2,car
cam_7,1424,2,car
cam_7,1428,2,car
cam_7,1429,8,car
cam_7,1441,2,car
cam_7,1445,8,car
cam_7,1464,8,car
cam_7,1465,2,car
cam_7,1465,2,car
cam_7,1465,8,truck
cam_7,1477,8,car
cam_7,1491,2,car
cam_7,1493,8,car
cam_7,1497,2,car
cam_7,1498,8,car
cam_7,1505,2,car
cam_7,1508,8,car
cam_7,1514,8,car
cam_7,1517,2,truck
cam_7,1517,2,car
cam_7,1524,8,car
cam_7,1524,8,car
cam_7,1535,8,car
cam_7,1536,8,car
cam_7,1536,2,car
cam_7,1542,2,truck
cam_7,1549,8,car
cam_7,1553,2,car
cam_7,1555,2,car
cam_7,1556,8,car
cam_7,1565,8,car
cam_7,1577,2,car
cam_7,1578,2,car
cam_7,1581,8,car
cam_7,1586,2,car
cam_7,1589,8,truck
cam_7,1589,2,car
cam_7,1596,2,car
cam_7,1602,8,car
cam_7,1605,2,car
cam_7,1617,8,car
cam_7,1621,2,car
cam_7,1625,2,car
cam_7,1652,2,car
cam_7,1660,8,car
cam_7,1665,2,car
cam_7,1669,2,truck
cam_7,1678,2,car
cam_7,1689,2,car
cam_7,1704,2,car
cam_7,1709,4,car
cam_7,1714,2,car
cam_7,1725,2,car
cam_7,1729,2,car
cam_7,1738,8,car
cam_7,1741,2,car
cam_7,1761,2,car
cam_7,1798,3,car
cam_7,1812,2,car
cam_7,1830,3,car
cam_7,1841,4,car
cam_7,1860,3,car
cam_7,1881,7,car
cam_7,1977,12,car
cam_7,1988,12,car
cam_7,2026,12,truck
cam_7,2042,4,car
cam_7,2044,5,car
cam_7,2049,4,car
cam_7,2057,6,car
cam_7,2062,11,car
cam_7,2074,4,car
cam_7,2092,4,car
cam_7,2113,4,car
cam_7,2114,6,car
cam_7,2153,12,car
cam_7,2164,8,car
cam_7,2165,9,car
cam_7,2175,8,car
cam_7,2182,9,car
cam_7,2185,8,car
cam_7,2186,8,car
cam_7,2200,8,car
cam_7,2211,8,car
cam_7,2217,8,car
cam_7,2229,8,car
cam_7,2232,8,truck
cam_7,2246,8,car
cam_7,2256,8,car
cam_7,2264,8,car
cam_7,2274,8,car
cam_7,2281,8,car
cam_7,2295,8,car
cam_7,2296,2,car
cam_7,2304,8,truck
cam_7,2317,8,car
cam_7,2331,8,truck
cam_7,2338,8,car
cam_7,2342,2,car
cam_7,2343,8,car
cam_7,2354,2,car
cam_7,2358,2,car
cam_7,2358,8,car
cam_7,2361,8,truck
cam_7,2371,8,car
cam_7,2371,2,car
cam_7,2374,2,car
cam_7,2378,8,car
cam_7,2378,2,car
cam_7,2389,2,car
cam_7,2390,8,car
cam_7,2395,8,truck
cam_7,2411,8,car
cam_7,2419,2,car
cam_7,2425,8,car
cam_7,2430,8,car
cam_7,2442,2,car
cam_7,2449,8,truck
cam_7,2450,8,car
cam_7,2459,2,car
cam_7,2462,8,car
cam_7,2466,2,car
cam_7,2470,8,car
cam_7,2475,8,car
cam_7,2498,8,car
cam_7,2506,8,truck
cam_7,2513,8,car
cam_7,2517,8,car
cam_7,2526,8,car
cam_7,2535,8,car
cam_7,2538,2,car
cam_7,2539,2,car
cam_7,2542,8,truck
cam_7,2556,1,car
cam_7,2568,8,car
cam_7,2569,2,truck
cam_7,2573,2,car
cam_7,2586,8,car
cam_7,2587,2,car
cam_7,2589,8,car
cam_7,2605,2,car
cam_7,2606,8,car
cam_7,2614,2,car
cam_7,2621,8,car
cam_7,2629,2,car
cam_7,2630,8,car
cam_7,2642,2,car
cam_7,2643,2,car
cam_7,2648,1,car
cam_7,2654,8,car
cam_7,2655,2,car
cam_7,2659,8,car
cam_7,2664,2,car
cam_7,2673,8,car
cam_7,2673,2,car
cam_7,2686,8,car
cam_7,2687,8,car
cam_7,2689,2,car
cam_7,2693,2,car
cam_7,2695,8,car
cam_7,2705,8,car
cam_7,2710,2,car
cam_7,2717,8,truck
cam_7,2721,8,car
cam_7,2722,2,car
cam_7,2731,8,car
cam_7,2734,2,car
cam_7,2736,8,car
cam_7,2746,8,car
cam_7,2746,2,car
cam_7,2748,2,truck
cam_7,2749,2,car
cam_7,2754,2,car
cam_7,2767,2,car
cam_7,2782,2,car
cam_7,2806,2,car
cam_7,2835,3,car
cam_7,2842,2,car
cam_7,2847,4,truck
cam_7,2854,2,car
cam_7,2863,4,car
cam_7,2874,7,car
cam_7,2874,2,truck
cam_7,2916,2,truck
cam_7,2930,2,car
cam_7,2959,7,car
cam_7,2995,10,car
