<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_7_rain,63,1,car
cam_7_rain,1061,1,car
cam_7_rain,1329,1,car
cam_7_rain,1813,1,car
cam_7_rain,40,2,car
cam_7_rain,486,2,car
cam_7_rain,524,2,truck
cam_7_rain,519,2,car
cam_7_rain,540,2,car
cam_7_rain,604,2,car
cam_7_rain,654,2,car
cam_7_rain,657,2,car
cam_7_rain,804,2,car
cam_7_rain,821,2,car
cam_7_rain,851,2,car
cam_7_rain,883,2,car
cam_7_rain,895,2,car
cam_7_rain,915,2,car
cam_7_rain,926,2,car
cam_7_rain,949,2,car
cam_7_rain,983,2,car
cam_7_rain,995,2,car
cam_7_rain,1006,2,truck
cam_7_rain,1013,2,car
cam_7_rain,1026,2,car
cam_7_rain,1036,2,car
cam_7_rain,1279,2,car
cam_7_rain,1589,2,car
cam_7_rain,1595,2,car
cam_7_rain,1613,2,car
cam_7_rain,1616,2,car
cam_7_rain,1633,2,car
cam_7_rain,1634,2,car
cam_7_rain,1649,2,car
cam_7_rain,1656,2,car
cam_7_rain,1680,2,car
cam_7_rain,1708,2,truck
cam_7_rain,1730,2,car
cam_7_rain,1738,2,car
cam_7_rain,1765,2,truck
cam_7_rain,1768,2,car
cam_7_rain,1775,2,car
cam_7_rain,1809,2,car
cam_7_rain,1821,2,car
cam_7_rain,1836,2,truck
cam_7_rain,1841,2,car
cam_7_rain,1846,2,car
cam_7_rain,1866,2,car
cam_7_rain,1874,2,car
cam_7_rain,1895,2,car
cam_7_rain,1895,2,car
cam_7_rain,1927,2,car
cam_7_rain,1928,2,car
cam_7_rain,1951,2,car
cam_7_rain,1988,2,truck
cam_7_rain,1988,2,car
cam_7_rain,2007,2,car
cam_7_rain,2028,2,car
cam_7_rain,2056,2,truck
cam_7_rain,2060,2,car
cam_7_rain,2120,2,truck
cam_7_rain,2139,2,truck
cam_7_rain,2129,2,car
cam_7_rain,2143,2,car
cam_7_rain,2145,2,car
cam_7_rain,2154,2,car
cam_7_rain,2691,2,car
cam_7_rain,2700,2,car
cam_7_rain,2710,2,car
cam_7_rain,2719,2,car
cam_7_rain,2746,2,car
cam_7_rain,2760,2,car
cam_7_rain,2768,2,car
cam_7_rain,2769,2,car
cam_7_rain,2784,2,car
cam_7_rain,2790,2,car
cam_7_rain,2798,2,car
cam_7_rain,2810,2,car
cam_7_rain,2823,2,car
cam_7_rain,2872,2,car
cam_7_rain,2875,2,truck
cam_7_rain,2879,2,truck
cam_7_rain,2888,2,car
cam_7_rain,2893,2,car
cam_7_rain,2932,2,car
cam_7_rain,2932,2,car
cam_7_rain,2957,2,car
cam_7_rain,2971,2,car
cam_7_rain,2978,2,car
cam_7_rain,915,3,car
cam_7_rain,936,3,car
cam_7_rain,978,3,car
cam_7_rain,2012,3,car
cam_7_rain,2043,3,car
cam_7_rain,780,4,car
cam_7_rain,888,4,car
cam_7_rain,960,4,car
cam_7_rain,1190,4,car
cam_7_rain,1251,4,car
cam_7_rain,2003,4,car
cam_7_rain,2046,4,car
cam_7_rain,2114,4,car
cam_7_rain,2163,4,car
cam_7_rain,2204,4,car
cam_7_rain,2266,4,car
cam_7_rain,2326,4,car
cam_7_rain,2350,4,car
cam_7_rain,2379,4,car
cam_7_rain,2920,4,car
cam_7_rain,2956,4,car
cam_7_rain,113,5,car
cam_7_rain,134,5,car
cam_7_rain,213,1,truck
cam_7_rain,2351,5,car
cam_7_rain,151,6,car
cam_7_rain,185,6,car
cam_7_rain,196,6,car
cam_7_rain,270,8,car
cam_7_rain,279,9,car
cam_7_rain,285,8,car
cam_7_rain,286,8,car
cam_7_rain,299,8,car
cam_7_rain,316,8,car
cam_7_rain,316,8,car
cam_7_rain,339,8,truck
cam_7_rain,344,8,car
cam_7_rain,358,8,car
cam_7_rain,378,8,car
cam_7_rain,379,8,truck
cam_7_rain,389,7,car
cam_7_rain,396,8,car
cam_7_rain,396,9,car
cam_7_rain,416,8,car
cam_7_rain,424,8,car
cam_7_rain,441,8,car
cam_7_rain,454,8,car
cam_7_rain,472,8,car
cam_7_rain,474,8,car
cam_7_rain,493,8,car
cam_7_rain,499,8,car
cam_7_rain,506,8,car
cam_7_rain,524,8,truck
cam_7_rain,525,8,car
cam_7_rain,545,8,car
cam_7_rain,563,8,car
cam_7_rain,564,8,truck
cam_7_rain,659,8,truck
cam_7_rain,703,8,truck
cam_7_rain,743,8,truck
cam_7_rain,789,8,car
cam_7_rain,849,8,car
cam_7_rain,1364,8,car
cam_7_rain,1368,8,car
cam_7_rain,1380,9,car
cam_7_rain,1392,8,car
cam_7_rain,1397,8,car
cam_7_rain,1410,8,car
cam_7_rain,1412,9,car
cam_7_rain,1422,8,car
cam_7_rain,1432,8,car
cam_7_rain,1433,9,car
cam_7_rain,1446,8,car
cam_7_rain,1459,8,car
cam_7_rain,1482,8,car
cam_7_rain,1491,8,car
cam_7_rain,1513,8,car
cam_7_rain,1517,8,truck
cam_7_rain,1531,8,car
cam_7_rain,1559,8,car
cam_7_rain,1560,8,car
cam_7_rain,1589,8,car
cam_7_rain,1609,8,car
cam_7_rain,1633,8,car
cam_7_rain,1635,8,car
cam_7_rain,1639,7,car
cam_7_rain,1665,8,car
cam_7_rain,1669,8,car
cam_7_rain,1684,8,car
cam_7_rain,1703,8,car
cam_7_rain,1720,8,truck
cam_7_rain,1741,8,car
cam_7_rain,1746,8,truck
cam_7_rain,1770,8,car
cam_7_rain,1775,8,car
cam_7_rain,1808,8,car
cam_7_rain,1831,8,car
cam_7_rain,1857,8,car
cam_7_rain,1885,8,car
cam_7_rain,1885,8,car
cam_7_rain,1904,8,car
cam_7_rain,1938,8,car
cam_7_rain,2438,8,car
cam_7_rain,2455,8,car
cam_7_rain,2466,8,car
cam_7_rain,2471,8,car
cam_7_rain,2474,8,car
cam_7_rain,2481,8,car
cam_7_rain,2492,8,car
cam_7_rain,2512,8,car
cam_7_rain,2523,8,car
cam_7_rain,2542,8,truck
cam_7_rain,2562,8,car
cam_7_rain,2581,8,car
cam_7_rain,2608,8,car
cam_7_rain,2628,8,car
cam_7_rain,2638,8,truck
cam_7_rain,2649,8,car
cam_7_rain,2674,8,car
cam_7_rain,2677,8,car
cam_7_rain,2692,8,car
cam_7_rain,2699,8,truck
cam_7_rain,2713,8,car
cam_7_rain,2719,8,car
cam_7_rain,2726,8,car
cam_7_rain,2755,8,truck
cam_7_rain,2760,8,car
cam_7_rain,2768,7,car
cam_7_rain,2797,8,truck
cam_7_rain,2854,8,car
cam_7_rain,2926,8,car
cam_7_rain,444,10,car
cam_7_rain,487,10,car
cam_7_rain,750,10,car
cam_7_rain,1168,10,car
cam_7_rain,1254,10,truck
cam_7_rain,1439,10,car
cam_7_rain,2233,10,car
