<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_12,142,1,car
cam_12,145,2,car
cam_12,162,2,car
cam_12,180,2,car
cam_12,208,2,car
cam_12,233,2,car
cam_12,284,2,car
cam_12,332,2,car
cam_12,350,2,car
cam_12,439,2,car
cam_12,479,2,car
cam_12,531,1,car
cam_12,919,3,car
cam_12,942,3,car
cam_12,957,3,car
cam_12,988,3,car
cam_12,1005,2,car
cam_12,1014,2,car
cam_12,1024,2,car
cam_12,1031,2,car
cam_12,1109,2,truck
cam_12,1175,2,car
cam_12,1186,2,car
cam_12,1257,2,car
cam_12,1266,2,car
cam_12,1354,2,car
cam_12,1371,2,car
cam_12,1499,1,car
cam_12,1874,3,car
cam_12,1904,3,car
