<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_2,7,4,car
cam_2,20,2,car
cam_2,22,2,car
cam_2,31,2,car
cam_2,34,4,car
cam_2,35,1,car
cam_2,39,1,car
cam_2,46,2,car
cam_2,46,3,car
cam_2,82,2,truck
cam_2,87,1,car
cam_2,97,2,car
cam_2,98,1,car
cam_2,106,2,car
cam_2,114,1,car
cam_2,114,2,car
cam_2,123,2,car
cam_2,126,1,car
cam_2,128,3,car
cam_2,131,1,car
cam_2,131,2,car
cam_2,140,1,car
cam_2,141,1,car
cam_2,143,2,car
cam_2,148,1,car
cam_2,152,1,car
cam_2,153,2,car
cam_2,171,1,car
cam_2,176,2,car
cam_2,182,1,car
cam_2,196,1,car
cam_2,203,3,car
cam_2,204,2,car
cam_2,226,2,car
cam_2,243,1,truck
cam_2,250,3,car
cam_2,253,4,car
cam_2,259,1,truck
cam_2,274,3,car
cam_2,291,2,car
cam_2,297,2,car
cam_2,301,2,car
cam_2,319,2,car
cam_2,321,2,car
cam_2,337,2,car
cam_2,339,2,car
cam_2,349,1,car
cam_2,349,2,car
cam_2,356,2,car
cam_2,373,2,car
cam_2,375,2,car
cam_2,394,1,car
cam_2,408,1,car
cam_2,413,1,car
cam_2,435,1,car
cam_2,455,3,car
cam_2,459,2,car
cam_2,465,1,car
cam_2,466,1,truck
cam_2,468,3,car
cam_2,478,1,car
cam_2,481,2,car
cam_2,497,1,car
cam_2,517,2,car
cam_2,520,1,car
cam_2,522,2,car
cam_2,531,2,car
cam_2,585,2,car
cam_2,630,2,car
cam_2,643,2,car
cam_2,663,2,truck
cam_2,680,2,truck
cam_2,785,4,car
cam_2,841,2,car
cam_2,886,4,car
cam_2,903,2,car
cam_2,908,2,car
cam_2,934,2,car
cam_2,996,3,car
cam_2,996,2,truck
cam_2,996,2,truck
cam_2,1010,2,car
cam_2,1029,2,car
cam_2,1056,1,car
cam_2,1058,2,car
cam_2,1069,2,car
cam_2,1073,4,car
cam_2,1101,3,car
cam_2,1104,2,car
cam_2,1161,4,car
cam_2,1166,3,car
cam_2,1169,1,car
cam_2,1178,2,car
cam_2,1184,4,car
cam_2,1194,2,car
cam_2,1218,2,car
cam_2,1231,2,car
cam_2,1296,1,car
cam_2,1318,2,truck
cam_2,1325,4,car
cam_2,1336,2,car
cam_2,1402,2,car
cam_2,1429,1,car
cam_2,1441,2,car
cam_2,1470,2,truck
cam_2,1470,4,car
cam_2,1473,1,car
cam_2,1479,1,car
cam_2,1494,1,car
cam_2,1522,1,car
cam_2,1535,1,car
cam_2,1551,3,car
cam_2,1582,3,car
cam_2,1584,2,car
cam_2,1589,1,car
cam_2,1610,3,car
cam_2,1616,2,car
cam_2,1623,4,car
cam_2,1638,4,car
cam_2,1638,2,truck
cam_2,1640,1,car
cam_2,1644,1,car
cam_2,1659,1,car
cam_2,1660,1,car
cam_2,1671,1,car
cam_2,1685,2,car
cam_2,1687,1,car
cam_2,1697,1,car
cam_2,1698,1,car
cam_2,1706,1,car
cam_2,1708,1,car
cam_2,1715,1,car
cam_2,1717,1,car
cam_2,1729,1,car
cam_2,1730,1,car
cam_2,1749,1,car
cam_2,1753,1,car
cam_2,1759,3,car
cam_2,1762,1,car
cam_2,1767,1,car
cam_2,1771,2,truck
cam_2,1774,2,car
cam_2,1783,2,car
cam_2,1783,3,car
cam_2,1809,3,car
cam_2,1811,1,car
cam_2,1812,2,car
cam_2,1812,2,car
cam_2,1814,4,car
cam_2,1820,1,car
cam_2,1826,1,car
cam_2,1835,4,car
cam_2,1843,1,car
cam_2,1855,1,car
cam_2,1859,1,car
cam_2,1871,1,car
cam_2,1873,1,car
cam_2,1882,1,car
cam_2,1888,1,car
cam_2,1894,1,car
cam_2,1895,1,car
cam_2,1897,2,car
cam_2,1902,1,car
cam_2,1903,3,car
cam_2,1909,1,car
cam_2,1909,2,car
cam_2,1918,4,car
cam_2,1920,1,car
cam_2,1931,4,car
cam_2,1943,2,car
cam_2,1950,2,car
cam_2,1963,2,car
cam_2,1971,2,car
cam_2,1990,2,car
cam_2,2003,3,car
cam_2,2016,3,car
cam_2,2048,2,truck
cam_2,2049,2,car
cam_2,2060,2,car
cam_2,2066,3,car
cam_2,2084,1,truck
cam_2,2095,1,car
cam_2,2101,2,car
cam_2,2113,1,car
cam_2,2119,2,car
cam_2,2122,2,car
cam_2,2146,3,car
cam_2,2188,4,car
cam_2,2223,2,car
cam_2,2248,2,car
cam_2,2260,2,car
cam_2,2266,2,car
cam_2,2269,2,car
cam_2,2271,1,car
cam_2,2274,4,car
cam_2,2283,2,car
cam_2,2288,1,car
cam_2,2313,2,car
cam_2,2332,2,car
cam_2,2332,3,car
cam_2,2349,2,car
cam_2,2383,2,car
cam_2,2410,2,car
cam_2,2421,1,car
cam_2,2421,4,car
cam_2,2489,2,car
cam_2,2497,1,car
cam_2,2527,1,car
cam_2,2536,1,car
cam_2,2542,2,car
cam_2,2544,2,car
cam_2,2549,1,car
cam_2,2579,1,car
cam_2,2583,3,car
cam_2,2593,1,car
cam_2,2600,1,car
cam_2,2608,1,car
cam_2,2614,1,car
cam_2,2617,2,car
cam_2,2624,3,car
cam_2,2630,4,car
cam_2,2647,4,car
