<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_20,86,2,car
cam_20,104,1,car
cam_20,116,1,car
cam_20,152,1,car
cam_20,171,2,car
cam_20,235,1,car
cam_20,345,1,car
cam_20,355,2,car
cam_20,367,1,car
cam_20,396,2,car
cam_20,546,1,car
cam_20,596,1,car
cam_20,634,2,car
cam_20,705,1,car
cam_20,709,2,car
cam_20,786,1,car
cam_20,814,1,car
cam_20,816,2,car
cam_20,861,2,car
cam_20,862,1,car
cam_20,926,1,car
cam_20,1015,2,car
cam_20,1021,2,car
cam_20,1079,1,car
cam_20,1083,2,car
cam_20,1131,1,car
cam_20,1132,2,car
cam_20,1172,2,car
cam_20,1192,1,truck
cam_20,1208,1,car
cam_20,1224,2,car
cam_20,1305,1,car
cam_20,1370,1,car
cam_20,1379,2,car
cam_20,1412,2,car
cam_20,1453,1,car
cam_20,1473,1,car
cam_20,1495,1,car
cam_20,1524,1,car
cam_20,1552,1,car
cam_20,1581,2,car
cam_20,1643,2,car
cam_20,1649,1,car
cam_20,1669,2,car
cam_20,1693,1,car
cam_20,1717,2,car
cam_20,1725,1,car
cam_20,1755,1,car
cam_20,1755,2,car
cam_20,1777,1,car
cam_20,1876,1,car
cam_20,1876,2,car
cam_20,1938,2,car
cam_20,1973,2,car
cam_20,2005,1,car
cam_20,2005,2,car
cam_20,2051,2,car
cam_20,2153,2,car
cam_20,2160,1,car
cam_20,2174,1,car
cam_20,2194,1,car
cam_20,2209,2,car
cam_20,2225,1,car
cam_20,2269,1,car
cam_20,2283,2,car
cam_20,2302,1,car
cam_20,2342,1,car
cam_20,2422,1,car
cam_20,2423,2,car
cam_20,2477,2,car
cam_20,2503,1,car
cam_20,2522,2,car
cam_20,2542,2,car
cam_20,2592,1,car
cam_20,2614,1,car
cam_20,2628,2,car
cam_20,2642,1,car
cam_20,2685,2,car
cam_20,2730,2,car
cam_20,2803,1,car
cam_20,2812,2,car
cam_20,2910,1,car
cam_20,2918,2,car
cam_20,2955,1,car
cam_20,2986,1,car
cam_20,2999,2,car
