<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_5_dawn,6,4,car
cam_5_dawn,32,4,car
cam_5_dawn,77,4,car
cam_5_dawn,121,4,car
cam_5_dawn,134,2,car
cam_5_dawn,138,3,car
cam_5_dawn,145,3,car
cam_5_dawn,160,2,car
cam_5_dawn,166,3,car
cam_5_dawn,180,2,car
cam_5_dawn,193,3,truck
cam_5_dawn,200,2,car
cam_5_dawn,212,3,car
cam_5_dawn,215,3,car
cam_5_dawn,223,2,car
cam_5_dawn,239,3,car
cam_5_dawn,256,3,car
cam_5_dawn,347,11,car
cam_5_dawn,368,11,car
cam_5_dawn,369,12,car
cam_5_dawn,370,11,car
cam_5_dawn,378,11,car
cam_5_dawn,386,12,car
cam_5_dawn,393,11,car
cam_5_dawn,399,11,car
cam_5_dawn,406,12,car
cam_5_dawn,414,11,car
cam_5_dawn,418,12,car
cam_5_dawn,425,11,car
cam_5_dawn,431,12,car
cam_5_dawn,450,11,car
cam_5_dawn,456,12,car
cam_5_dawn,463,11,car
cam_5_dawn,469,11,truck
cam_5_dawn,472,12,car
cam_5_dawn,484,11,car
cam_5_dawn,487,11,car
cam_5_dawn,501,11,car
cam_5_dawn,519,11,car
cam_5_dawn,527,5,car
cam_5_dawn,531,11,truck
cam_5_dawn,545,11,car
cam_5_dawn,553,11,car
cam_5_dawn,564,11,car
cam_5_dawn,566,5,car
cam_5_dawn,587,5,car
cam_5_dawn,616,5,car
cam_5_dawn,618,5,car
cam_5_dawn,620,11,car
cam_5_dawn,627,11,truck
cam_5_dawn,634,5,car
cam_5_dawn,643,5,car
cam_5_dawn,647,5,car
cam_5_dawn,659,11,truck
cam_5_dawn,662,5,car
cam_5_dawn,679,5,car
cam_5_dawn,685,5,car
cam_5_dawn,715,4,car
cam_5_dawn,731,4,car
cam_5_dawn,738,5,car
cam_5_dawn,744,5,car
cam_5_dawn,800,5,truck
cam_5_dawn,801,5,car
cam_5_dawn,801,11,car
cam_5_dawn,839,4,car
cam_5_dawn,831,5,truck
cam_5_dawn,867,5,car
cam_5_dawn,880,5,car
cam_5_dawn,975,8,car
cam_5_dawn,994,8,car
cam_5_dawn,1017,8,car
cam_5_dawn,1019,7,car
cam_5_dawn,1023,8,car
cam_5_dawn,1060,10,car
cam_5_dawn,1146,2,car
cam_5_dawn,1151,3,car
cam_5_dawn,1153,3,car
cam_5_dawn,1169,2,car
cam_5_dawn,1191,2,car
cam_5_dawn,1192,3,car
cam_5_dawn,1212,2,car
cam_5_dawn,1226,3,car
cam_5_dawn,1291,11,car
cam_5_dawn,1300,11,car
cam_5_dawn,1321,12,car
