<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_5,13,8,car
cam_5,38,8,car
cam_5,67,4,car
cam_5,150,4,car
cam_5,195,4,car
cam_5,241,4,car
cam_5,281,2,car
cam_5,287,3,car
cam_5,304,2,car
cam_5,305,3,car
cam_5,305,3,car
cam_5,323,2,car
cam_5,351,2,car
cam_5,371,2,car
cam_5,377,7,car
cam_5,410,4,car
cam_5,430,11,car
cam_5,446,11,car
cam_5,453,11,car
cam_5,453,12,car
cam_5,470,11,car
cam_5,481,11,car
cam_5,483,12,car
cam_5,493,11,car
cam_5,503,11,car
cam_5,514,12,car
cam_5,518,11,car
cam_5,523,11,car
cam_5,533,12,car
cam_5,541,11,car
cam_5,545,11,truck
cam_5,557,11,car
cam_5,564,11,car
cam_5,577,11,car
cam_5,577,11,car
cam_5,588,5,car
cam_5,594,11,car
cam_5,596,11,car
cam_5,602,5,car
cam_5,613,11,car
cam_5,614,5,car
cam_5,616,11,car
cam_5,620,5,car
cam_5,624,11,car
cam_5,638,11,car
cam_5,642,11,car
cam_5,642,5,car
cam_5,643,5,car
cam_5,656,5,car
cam_5,659,11,car
cam_5,665,5,car
cam_5,668,11,truck
cam_5,677,5,car
cam_5,684,10,car
cam_5,691,11,car
cam_5,691,5,car
cam_5,698,11,car
cam_5,698,5,car
cam_5,713,11,car
cam_5,713,4,car
cam_5,714,5,car
cam_5,729,5,car
cam_5,733,5,car
cam_5,735,11,car
cam_5,743,5,car
cam_5,744,11,truck
cam_5,746,5,car
cam_5,763,11,car
cam_5,766,5,car
cam_5,780,11,car
cam_5,780,5,car
cam_5,786,11,car
cam_5,795,5,truck
cam_5,812,5,car
cam_5,820,5,truck
cam_5,826,11,car
cam_5,833,5,car
cam_5,850,5,car
cam_5,860,5,car
cam_5,872,7,car
cam_5,879,6,car
cam_5,885,4,car
cam_5,895,5,car
cam_5,903,5,car
cam_5,911,4,car
cam_5,930,5,car
cam_5,959,5,truck
cam_5,965,4,car
cam_5,965,6,car
cam_5,980,6,car
cam_5,985,5,car
cam_5,1001,4,car
cam_5,1053,8,car
cam_5,1065,9,car
cam_5,1074,8,car
cam_5,1084,1,car
cam_5,1093,8,car
cam_5,1113,8,car
