20,45,11,0
20,77,8,0
20,117,11,0
20,126,6,0
20,145,1,0
20,164,11,0
20,190,5,0
20,281,4,1
20,283,2,0
20,333,11,0
20,381,2,0
20,457,9,0
20,486,6,0
20,524,12,0
20,530,5,0
20,584,12,0
20,603,5,0
20,648,5,0
20,665,11,0
20,701,12,0
20,734,5,0
20,805,6,1
20,824,2,0
20,869,6,0
20,915,5,0
20,989,2,0
20,1006,5,0
20,1041,11,0
20,1058,6,0
20,1102,11,0
20,1109,6,0
20,1130,6,0
20,1154,4,0
20,1177,1,0
20,1183,11,0
20,1227,5,0
20,1260,2,0
20,1305,5,0
20,1348,11,0
20,1372,6,0
20,1401,2,0
20,1419,8,0
20,1434,5,0
20,1447,11,0
20,1486,8,0
20,1502,5,0
20,1506,11,0
20,1551,5,0
20,1622,11,0
20,1682,6,0
20,1792,2,0
20,1738,4,0
20,1799,11,0
20,1827,2,0
20,1831,8,0
20,1860,6,0
20,1893,2,0
20,1920,6,0
20,1978,3,0
20,2023,5,0
20,2061,2,0
20,2079,5,0
20,2150,2,0
20,2198,5,0
20,2232,11,0
20,2242,2,0
20,2255,8,0
20,2280,5,0
20,2299,11,0
20,2322,2,0
20,2327,8,0
20,2350,5,0
20,2370,1,0
20,2374,11,0
20,2398,5,0
20,2475,2,0
20,2512,11,0
20,2542,6,0
20,2572,2,0
20,2607,5,0
20,2612,11,0
20,2655,2,0
20,2671,5,0
20,2719,2,0
20,2744,6,0
20,2766,1,0
20,2862,3,0
20,2938,5,0
20,2986,12,0
20,2997,2,0
