22,22,2,0
22,39,2,0
22,42,2,0
22,59,2,0
22,71,2,0
22,71,2,0
22,83,2,0
22,130,1,0
22,144,2,0
22,149,2,0
22,161,2,0
22,163,2,0
22,173,2,0
22,192,2,0
22,224,2,0
22,267,2,0
22,296,2,1
22,301,2,0
22,314,2,0
22,319,2,1
22,361,2,1
22,384,2,0
22,440,2,0
22,449,2,0
22,957,3,0
22,962,2,0
22,967,2,0
22,975,3,0
22,983,2,0
22,1024,2,1
22,1038,2,0
22,1043,2,0
22,1064,2,0
22,1093,2,0
22,1097,2,0
22,1118,1,0
22,1149,2,0
22,1160,1,0
22,1188,2,0
22,1217,2,0
22,1233,2,0
22,1295,2,0
22,1353,2,0
22,1430,2,0
22,1451,2,0
22,1469,2,0
22,1474,2,0
22,1503,2,1
22,1551,2,0
22,1563,2,0
22,1629,2,0
22,2049,1,0
22,2073,2,0
22,2075,2,0
22,2084,3,0
22,2100,2,0
22,2103,2,0
22,2105,3,0
