6,1672,1,0
6,1677,1,0
6,1682,2,0
6,1688,1,0
6,1692,2,0
6,1693,3,0
6,1694,1,0
6,1724,1,0
6,1730,3,0
6,1732,2,0
6,1739,2,0
6,1755,2,0
6,1766,2,0
6,1813,4,0
6,1814,3,0
6,1839,4,0
6,1856,4,0
6,1894,4,0
6,1917,4,0
6,1997,2,0
6,2015,1,0
6,2021,2,0
6,2032,1,0
6,2062,1,0
6,2068,3,0
6,2076,2,0
6,2093,2,0
6,2104,3,0
6,2127,1,0
6,2135,4,0
6,2141,1,0
6,2146,1,1
6,2151,1,0
6,2161,1,0
6,2178,1,0
6,2186,1,0
6,2188,4,0
6,2202,1,0
6,2239,2,0
6,2244,1,0
6,2267,4,0
6,2342,2,0
6,2355,2,0
6,2370,2,1
6,2395,2,0
6,2405,2,0
6,2408,2,0
6,2424,2,0
6,2440,2,0
6,2448,2,0
6,2467,2,0
6,2477,2,0
6,2479,2,0
6,2491,2,0
6,2520,2,0
6,2546,2,1
6,2589,2,0
6,2592,1,1
6,2600,1,0
6,2615,2,0
6,2615,1,0
6,2633,3,0
6,2646,2,0
6,2648,1,0
6,2650,1,0
6,2670,3,0
6,2672,4,0
6,2676,1,0
6,2690,2,1
6,2699,1,0
6,2719,1,0
6,2734,1,1
6,2748,2,0
6,2786,2,0
6,2815,3,0
6,2820,4,0
6,2825,1,0
6,2858,1,1
6,2862,2,0
6,2865,1,0
6,2881,1,0
6,2899,1,0
6,2904,1,0
6,2908,2,0
6,2911,2,0
6,2911,1,0
6,2912,4,0
6,2953,1,0
6,2959,2,0
6,2961,2,0
6,2981,2,0
6,189,1,0
6,203,1,0
6,228,1,0
6,263,1,0
6,281,1,0
6,355,1,0
6,381,1,0
6,482,1,0
6,519,1,0
6,560,1,0
6,576,1,0
6,611,1,0
6,662,1,0
6,693,1,0
6,711,1,0
6,734,1,0
6,748,1,0
6,749,1,0
6,777,1,0
6,800,1,0
6,812,1,0
6,816,1,0
6,836,1,1
6,901,1,0
6,954,1,0
6,962,1,0
6,983,1,0
6,988,1,1
6,1006,1,1
6,1016,1,0
6,1023,1,0
6,1037,1,0
6,1055,1,0
6,1110,1,1
6,1190,1,0
6,1287,1,0
6,1436,1,0
6,1450,1,0
6,1470,1,0
6,1485,1,0
6,1492,1,0
6,1519,1,0
6,1613,1,1
6,1659,1,0
6,1713,1,0
6,2636,1,0
6,59,2,1
6,65,2,0
6,104,2,0
6,187,2,0
6,240,2,0
6,301,2,0
6,334,2,0
6,352,2,1
6,371,2,1
6,521,2,0
6,549,2,0
6,592,2,0
6,668,2,1
6,674,2,0
6,700,2,0
6,715,2,0
6,736,2,0
6,769,2,0
6,791,2,0
6,833,2,1
6,850,2,0
6,863,2,0
6,1011,2,0
6,1037,2,0
6,1072,2,0
6,1097,2,0
6,1131,2,0
6,1171,2,0
6,1258,2,0
6,1296,2,0
6,1316,2,0
6,1324,2,0
6,1357,2,0
6,1360,2,0
6,1393,2,0
6,1434,2,0
6,1489,2,0
6,1552,2,1
6,1557,2,0
6,1643,2,1
6,1671,2,1
6,130,3,0
6,150,3,0
6,274,3,0
6,890,3,0
6,1155,3,0
6,1195,3,0
6,1217,3,0
6,1267,3,0
6,156,4,0
6,273,4,0
6,304,4,0
6,457,4,0
6,626,4,0
6,755,4,0
6,855,4,0
6,1471,4,0
