<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_9,45,11,car
cam_9,77,8,car
cam_9,117,11,car
cam_9,126,6,car
cam_9,145,1,car
cam_9,164,11,car
cam_9,190,5,car
cam_9,281,4,truck
cam_9,283,2,car
cam_9,333,11,car
cam_9,381,2,car
cam_9,457,9,car
cam_9,486,6,car
cam_9,524,12,car
cam_9,530,5,car
cam_9,584,12,car
cam_9,603,5,car
cam_9,648,5,car
cam_9,665,11,car
cam_9,701,12,car
cam_9,734,5,car
cam_9,805,6,truck
cam_9,824,2,car
cam_9,869,6,car
cam_9,915,5,car
cam_9,989,2,car
cam_9,1006,5,car
cam_9,1041,11,car
cam_9,1058,6,car
cam_9,1102,11,car
cam_9,1109,6,car
cam_9,1130,6,car
cam_9,1154,4,car
cam_9,1177,1,car
cam_9,1183,11,car
cam_9,1227,5,car
cam_9,1260,2,car
cam_9,1305,5,car
cam_9,1348,11,car
cam_9,1372,6,car
cam_9,1401,2,car
cam_9,1419,8,car
cam_9,1434,5,car
cam_9,1447,11,car
cam_9,1486,8,car
cam_9,1502,5,car
cam_9,1506,11,car
cam_9,1551,5,car
cam_9,1622,11,car
cam_9,1682,6,car
cam_9,1792,2,car
cam_9,1738,4,car
cam_9,1799,11,car
cam_9,1827,2,car
cam_9,1831,8,car
cam_9,1860,6,car
cam_9,1893,2,car
cam_9,1920,6,car
cam_9,1978,3,car
cam_9,2023,5,car
cam_9,2061,2,car
cam_9,2079,5,car
cam_9,2150,2,car
cam_9,2198,5,car
cam_9,2232,11,car
cam_9,2242,2,car
cam_9,2255,8,car
cam_9,2280,5,car
cam_9,2299,11,car
cam_9,2322,2,car
cam_9,2327,8,car
cam_9,2350,5,car
cam_9,2370,1,car
cam_9,2374,11,car
cam_9,2398,5,car
cam_9,2475,2,car
cam_9,2512,11,car
cam_9,2542,6,car
cam_9,2572,2,car
cam_9,2607,5,car
cam_9,2612,11,car
cam_9,2655,2,car
cam_9,2671,5,car
cam_9,2719,2,car
cam_9,2744,6,car
cam_9,2766,1,car
cam_9,2862,3,car
cam_9,2938,5,car
cam_9,2986,12,car
cam_9,2997,2,car
