<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_4_rain,21,5,truck
cam_4_rain,21,11,car
cam_4_rain,31,5,car
cam_4_rain,35,11,car
cam_4_rain,37,11,car
cam_4_rain,49,5,car
cam_4_rain,49,11,car
cam_4_rain,53,5,car
cam_4_rain,61,11,car
cam_4_rain,70,5,car
cam_4_rain,82,5,car
cam_4_rain,87,11,car
cam_4_rain,89,5,car
cam_4_rain,109,11,car
cam_4_rain,115,11,truck
cam_4_rain,117,5,car
cam_4_rain,121,5,car
cam_4_rain,138,5,car
cam_4_rain,142,5,car
cam_4_rain,155,5,car
cam_4_rain,161,5,car
cam_4_rain,170,5,car
cam_4_rain,181,5,car
cam_4_rain,193,5,car
cam_4_rain,221,5,truck
cam_4_rain,230,11,car
cam_4_rain,236,5,car
cam_4_rain,300,5,truck
cam_4_rain,312,5,truck
cam_4_rain,340,6,car
cam_4_rain,371,5,truck
cam_4_rain,373,5,car
cam_4_rain,382,6,car
cam_4_rain,415,5,truck
cam_4_rain,417,6,car
cam_4_rain,427,5,car
cam_4_rain,501,1,car
cam_4_rain,529,2,car
cam_4_rain,531,1,car
cam_4_rain,532,3,car
cam_4_rain,664,12,car
cam_4_rain,667,11,car
cam_4_rain,678,11,car
cam_4_rain,679,1,car
cam_4_rain,685,11,car
cam_4_rain,717,12,truck
cam_4_rain,718,11,car
cam_4_rain,739,12,car
cam_4_rain,743,11,truck
cam_4_rain,753,11,car
cam_4_rain,767,12,car
cam_4_rain,773,11,car
cam_4_rain,787,11,car
cam_4_rain,805,4,car
cam_4_rain,832,11,car
cam_4_rain,836,11,car
cam_4_rain,854,11,car
cam_4_rain,960,11,car
cam_4_rain,982,11,car
cam_4_rain,995,5,car
cam_4_rain,1002,11,car
cam_4_rain,1010,5,car
cam_4_rain,1025,5,car
cam_4_rain,1030,5,car
cam_4_rain,1050,5,car
cam_4_rain,1053,5,car
cam_4_rain,1068,4,car
cam_4_rain,1071,11,car
cam_4_rain,1073,5,car
cam_4_rain,1077,5,car
cam_4_rain,1095,11,car
cam_4_rain,1096,5,car
