15,9,10,0
15,33,7,0
15,167,9,0
15,189,8,0
15,246,7,0
15,372,2,0
15,395,2,0
15,425,1,0
15,512,5,0
15,524,5,0
15,548,5,0
15,614,5,0
15,643,1,0
15,731,5,0
15,808,11,0
15,811,11,0
15,831,11,0
15,851,11,0
15,869,11,0
15,889,11,0
15,927,5,0
15,964,1,0
15,988,1,0
15,1047,2,0
15,1058,8,0
15,1192,12,0
15,1229,10,0
15,1238,12,0
15,1277,6,0
15,1281,7,0
15,1298,10,0
15,1314,7,0
15,1315,1,0
15,1503,11,0
15,1510,5,0
15,1528,10,0
15,1551,11,0
15,1554,5,0
15,1619,10,0
15,1698,5,1
15,1748,11,0
15,1893,1,0
15,1921,8,0
15,1927,2,0
15,1949,8,0
15,1977,8,0
15,2005,9,0
15,2226,12,0
15,2273,11,0
15,2277,11,0
15,2359,11,0
15,2513,5,0
15,2516,5,0
15,2537,7,0
15,2564,7,0
15,2565,5,1
15,2590,5,0
15,2663,7,0
15,2703,7,0
15,2740,7,0
15,2760,8,0
15,2948,1,0
15,2955,2,0
