<video_id>,<frame_id>,<movement_id>,<vehicle_class_id>
cam_4,6,5,car
cam_4,47,5,car
cam_4,57,5,car
cam_4,66,5,car
cam_4,72,5,car
cam_4,99,5,car
cam_4,105,5,car
cam_4,134,5,car
cam_4,144,5,car
cam_4,167,5,car
cam_4,169,5,car
cam_4,188,5,car
cam_4,209,5,car
cam_4,226,5,car
cam_4,234,5,car
cam_4,246,5,car
cam_4,250,5,car
cam_4,267,5,car
cam_4,269,5,car
cam_4,287,5,car
cam_4,292,5,car
cam_4,318,5,car
cam_4,321,5,car
cam_4,339,5,car
cam_4,373,5,car
cam_4,404,5,truck
cam_4,414,5,car
cam_4,434,5,car
cam_4,456,5,car
cam_4,469,6,car
cam_4,474,5,car
cam_4,487,5,car
cam_4,502,5,car
cam_4,520,6,car
cam_4,528,5,car
cam_4,539,5,car
cam_4,556,5,car
cam_4,557,6,car
cam_4,571,5,car
cam_4,579,5,car
cam_4,609,5,car
cam_4,630,5,car
cam_4,701,1,car
cam_4,767,8,car
cam_4,782,9,car
cam_4,792,8,car
cam_4,810,9,car
cam_4,825,7,car
cam_4,851,1,car
cam_4,867,8,car
cam_4,941,2,car
cam_4,963,4,car
cam_4,963,3,car
cam_4,993,3,car
cam_4,1039,4,car
cam_4,1044,3,car
cam_4,1058,10,car
cam_4,1165,10,car
cam_4,1223,1,car
cam_4,1233,4,car
cam_4,1250,2,car
cam_4,1334,1,car
cam_4,1389,10,car
cam_4,1526,11,car
cam_4,1546,12,car
cam_4,1553,11,car
cam_4,1560,11,car
cam_4,1588,12,car
cam_4,1591,11,car
cam_4,1594,11,car
cam_4,1619,11,car
cam_4,1621,11,car
cam_4,1644,11,car
cam_4,1648,11,car
cam_4,1668,11,car
cam_4,1694,11,car
cam_4,1696,11,car
cam_4,1712,11,car
cam_4,1736,11,car
cam_4,1752,11,car
cam_4,1762,11,car
cam_4,1776,11,car
cam_4,1783,5,car
cam_4,1789,11,car
cam_4,1807,11,car
cam_4,1820,11,car
cam_4,1831,11,car
cam_4,1834,5,truck
cam_4,1842,11,car
cam_4,1853,5,car
cam_4,1855,11,car
cam_4,1863,11,car
cam_4,1872,5,truck
cam_4,1876,11,car
cam_4,1879,5,car
cam_4,1885,11,car
cam_4,1899,5,car
cam_4,1903,11,car
cam_4,1917,11,car
cam_4,1922,5,car
cam_4,1923,5,car
cam_4,1927,11,car
cam_4,1944,11,car
cam_4,1947,5,car
cam_4,1953,5,car
cam_4,1954,11,car
cam_4,1975,5,car
cam_4,1977,11,car
cam_4,1985,5,car
cam_4,1997,11,car
cam_4,2001,5,car
cam_4,2008,5,car
cam_4,2013,11,car
cam_4,2018,5,car
cam_4,2033,11,car
cam_4,2035,11,car
cam_4,2040,5,car
cam_4,2045,5,car
cam_4,2060,11,car
cam_4,2062,5,car
cam_4,2065,11,car
cam_4,2069,5,car
cam_4,2079,11,car
cam_4,2084,5,car
cam_4,2092,5,car
cam_4,2097,11,car
cam_4,2101,11,car
cam_4,2103,5,car
cam_4,2119,11,car
cam_4,2129,5,car
cam_4,2129,5,car
cam_4,2142,11,car
cam_4,2157,5,car
cam_4,2158,5,car
cam_4,2176,11,car
cam_4,2188,5,car
cam_4,2206,11,car
cam_4,2222,5,car
cam_4,2257,5,car
cam_4,2287,5,car
cam_4,2294,5,truck
cam_4,2301,11,truck
cam_4,2305,10,car
cam_4,2310,5,car
cam_4,2312,11,car
cam_4,2326,11,car
cam_4,2332,5,car
cam_4,2336,11,car
cam_4,2352,5,car
cam_4,2356,5,car
cam_4,2373,5,car
cam_4,2379,10,car
cam_4,2385,5,car
cam_4,2388,11,car
cam_4,2408,5,car
cam_4,2411,11,car
cam_4,2412,5,car
cam_4,2440,5,car
cam_4,2454,5,car
cam_4,2457,5,car
cam_4,2476,5,car
cam_4,2478,5,car
cam_4,2493,5,car
cam_4,2499,5,car
cam_4,2519,5,car
cam_4,2544,5,car
cam_4,2545,5,car
cam_4,2564,5,car
cam_4,2567,5,car
cam_4,2602,5,truck
cam_4,2637,4,car
cam_4,2742,3,car
cam_4,2777,3,car
cam_4,2848,7,car
cam_4,2863,9,car
cam_4,2897,1,car
cam_4,2928,2,car
cam_4,2937,1,car
cam_4,2972,3,car
